frame,shin.R__head_x,shin.R__head_y,shin.R__head_z,shin.R__tail_x,shin.R__tail_y,shin.R__tail_z,thigh.R__head_x,thigh.R__head_y,thigh.R__head_z,thigh.R__tail_x,thigh.R__tail_y,thigh.R__tail_z,shin.L__head_x,shin.L__head_y,shin.L__head_z,shin.L__tail_x,shin.L__tail_y,shin.L__tail_z,thigh.L__head_x,thigh.L__head_y,thigh.L__head_z,thigh.L__tail_x,thigh.L__tail_y,thigh.L__tail_z,spine__head_x,spine__head_y,spine__head_z,spine__tail_x,spine__tail_y,spine__tail_z,spine.006__head_x,spine.006__head_y,spine.006__head_z,spine.006__tail_x,spine.006__tail_y,spine.006__tail_z,upper_arm.R__head_x,upper_arm.R__head_y,upper_arm.R__head_z,upper_arm.R__tail_x,upper_arm.R__tail_y,upper_arm.R__tail_z,forearm.R__head_x,forearm.R__head_y,forearm.R__head_z,forearm.R__tail_x,forearm.R__tail_y,forearm.R__tail_z,upper_arm.L__head_x,upper_arm.L__head_y,upper_arm.L__head_z,upper_arm.L__tail_x,upper_arm.L__tail_y,upper_arm.L__tail_z,forearm.L__head_x,forearm.L__head_y,forearm.L__head_z,forearm.L__tail_x,forearm.L__tail_y,forearm.L__tail_z
45,-0.029992131516337395,-0.006392579525709152,0.03202639892697334,-0.041081804782152176,-0.0014513741480186582,0.012117520906031132,-0.018432868644595146,0.00233859452418983,0.04581589251756668,-0.029992135241627693,-0.006392583716660738,0.032026395201683044,0.04731947183609009,-0.02016821689903736,0.014292537234723568,0.05715882405638695,0.00039658788591623306,0.009389298036694527,0.03718250244855881,-0.01409893948584795,0.030429618433117867,0.04731947183609009,-0.02016821876168251,0.014292532578110695,0.011762470006942749,-2.410123124718666e-05,0.040497004985809326,0.017052827402949333,0.001266581006348133,0.05824070796370506,0.03438064828515053,-0.010261889547109604,0.14044958353042603,0.03832744434475899,-0.013764223083853722,0.16132399439811707,-0.010822816751897335,0.020783424377441406,0.11008958518505096,-0.03486669436097145,0.02672557346522808,0.08535934239625931,-0.03486667945981026,0.026725566014647484,0.0853593572974205,-0.021561840549111366,0.0004359474405646324,0.09100177139043808,0.07091698050498962,-0.019681788980960846,0.09023487567901611,0.07434574514627457,-0.03569244220852852,0.05930100381374359,0.07434574514627457,-0.03569243475794792,0.059301018714904785,0.049326226115226746,-0.03651120513677597,0.07583440840244293
46,-0.029935607686638832,-0.006695526652038097,0.031537044793367386,-0.04103652387857437,-0.0010420524049550295,0.011824922636151314,-0.018470685929059982,0.002400799421593547,0.04516834393143654,-0.02993561327457428,-0.006695530377328396,0.03153704106807709,0.04735538363456726,-0.020268559455871582,0.01385405007749796,0.05714285001158714,0.0004206141456961632,0.00938984751701355,0.03728792071342468,-0.013530037365853786,0.029767513275146484,0.04735538363456726,-0.02026856131851673,0.013854045420885086,0.011749496683478355,0.00029350584372878075,0.0398833304643631,0.017002366483211517,0.001509541878476739,0.057643432170152664,0.03391893953084946,-0.012083003297448158,0.1395440250635147,0.03771815448999405,-0.01635437086224556,0.1603022962808609,-0.01104985922574997,0.01969773694872856,0.10960642993450165,-0.034358493983745575,0.026269415393471718,0.08433743566274643,-0.03435848280787468,0.02626940608024597,0.08433744311332703,-0.019923534244298935,0.0005986485630273819,0.09005094319581985,0.0705910250544548,-0.018093355000019073,0.08888361603021622,0.07623205333948135,-0.03203454613685608,0.057279445230960846,0.07623205333948135,-0.03203454613685608,0.05727946385741234,0.051290664821863174,-0.03367379680275917,0.07386980950832367
47,-0.029846185818314552,-0.006902312394231558,0.030992934480309486,-0.040986910462379456,-0.0005970608908683062,0.011502213776111603,-0.0184883251786232,0.002563410671427846,0.04446138069033623,-0.0298461876809597,-0.006902316585183144,0.03099292889237404,0.047393281012773514,-0.02036004140973091,0.013438120484352112,0.05713117867708206,0.0004378883168101311,0.00939029548317194,0.037388935685157776,-0.012998716905713081,0.02911370061337948,0.04739328473806381,-0.02036004327237606,0.013438115827739239,0.011756444349884987,0.000634973868727684,0.0392492450773716,0.01695290580391884,0.001755432691425085,0.05703221634030342,0.03343784436583519,-0.01403157226741314,0.1385302096605301,0.037077896296978,-0.019132720306515694,0.1591290533542633,-0.01142040640115738,0.018451185896992683,0.10919300466775894,-0.034208521246910095,0.02532767690718174,0.08353336900472641,-0.0342085100710392,0.025327671319246292,0.0835333913564682,-0.01866549625992775,0.00028700195252895355,0.08913509547710419,0.07034964114427567,-0.01656518504023552,0.08773774653673172,0.07803568243980408,-0.028440378606319427,0.05572359636425972,0.07803567498922348,-0.02844037488102913,0.05572361499071121,0.05313687026500702,-0.031095154583454132,0.07224635779857635
48,-0.029716208577156067,-0.007098689209669828,0.030423380434513092,-0.040897611528635025,-0.00017229700461030006,0.011168206110596657,-0.018502509221434593,0.002780086128041148,0.04371483996510506,-0.029716212302446365,-0.00709869246929884,0.030423374846577644,0.047423940151929855,-0.02043052949011326,0.013094983994960785,0.05712263658642769,0.00044961459934711456,0.009390885010361671,0.03750721365213394,-0.012457371689379215,0.028525058180093765,0.047423943877220154,-0.020430531352758408,0.013094979338347912,0.011776234954595566,0.0009973538108170033,0.038650184869766235,0.01687214896082878,0.0019635576754808426,0.05647125840187073,0.03285206854343414,-0.01626472920179367,0.13744735717773438,0.03631645068526268,-0.022271228954195976,0.15783128142356873,-0.012029815465211868,0.016859013587236404,0.1088789850473404,-0.034520529210567474,0.023774078115820885,0.08296853303909302,-0.03452051803469658,0.023774070665240288,0.08296855539083481,-0.017830295488238335,-0.0005938690155744553,0.08822586387395859,0.07015904784202576,-0.015199124813079834,0.08688465505838394,0.07973024994134903,-0.025021258741617203,0.054683417081832886,0.07973023504018784,-0.025021255016326904,0.054683439433574677,0.054854243993759155,-0.02887110784649849,0.07100405544042587
49,-0.029502680525183678,-0.007279100362211466,0.029852308332920074,-0.040666427463293076,0.00028251123148947954,0.010827246122062206,-0.018487313762307167,0.0030016039963811636,0.04300406947731972,-0.029502682387828827,-0.007279103621840477,0.029852302744984627,0.04744890332221985,-0.02047054097056389,0.012897842563688755,0.05711543187499046,0.00045859580859541893,0.009391427971422672,0.03769942373037338,-0.01184091530740261,0.028079310432076454,0.04744890704751015,-0.020470542833209038,0.012897837907075882,0.011839032173156738,0.0013873036950826645,0.03817314654588699,0.016780417412519455,0.002118279691785574,0.05604885518550873,0.03220053389668465,-0.018837053328752518,0.1363499015569687,0.0354890376329422,-0.025816548615694046,0.1564510613679886,-0.01288171112537384,0.014790689572691917,0.10870592296123505,-0.03529999405145645,0.021485744044184685,0.08267519623041153,-0.03529997915029526,0.021485738456249237,0.08267521858215332,-0.01735970377922058,-0.0020983861759305,0.0873587355017662,0.07004307210445404,-0.014017242006957531,0.08640257269144058,0.08133935183286667,-0.02181641198694706,0.05420677736401558,0.08133933693170547,-0.02181641012430191,0.05420679599046707,0.05650079622864723,-0.02702510356903076,0.07020418345928192
50,-0.029369285330176353,-0.007440472487360239,0.029292041435837746,-0.04056481271982193,0.0006904085166752338,0.010522126220166683,-0.018536997959017754,0.0031483753118664026,0.04235105961561203,-0.029369287192821503,-0.007440476678311825,0.02929203398525715,0.047418124973773956,-0.020457085222005844,0.012863518670201302,0.05710817128419876,0.00046697258949279785,0.009391851723194122,0.037885408848524094,-0.011126336641609669,0.027765333652496338,0.047418128699064255,-0.020457087084650993,0.012863514944911003,0.011848017573356628,0.0017784363590180874,0.03782278671860695,0.016591304913163185,0.0021966444328427315,0.05576210096478462,0.031498927623033524,-0.02168705128133297,0.13521583378314972,0.03464912250638008,-0.029666317626833916,0.15496402978897095,-0.014020564965903759,0.012191025540232658,0.10861869156360626,-0.03658108413219452,0.018352052196860313,0.08257898688316345,-0.036581072956323624,0.018352044746279716,0.08257900178432465,-0.017245234921574593,-0.00424396526068449,0.08652172237634659,0.06992524117231369,-0.013000065460801125,0.08624272048473358,0.08276636898517609,-0.018855199217796326,0.0542142316699028,0.08276636153459549,-0.018855199217796326,0.054214250296354294,0.058030255138874054,-0.025550317019224167,0.0698123350739479
51,-0.029257964342832565,-0.007610697764903307,0.028792712837457657,-0.04048842191696167,0.0010081012733280659,0.01026290375739336,-0.01861710660159588,0.0031856142450124025,0.04183924198150635,-0.029257971793413162,-0.007610701024532318,0.02879270724952221,0.047339942306280136,-0.020388782024383545,0.013031112030148506,0.05710217356681824,0.0004732143133878708,0.009392203763127327,0.038090817630290985,-0.010300074703991413,0.027614368125796318,0.047339946031570435,-0.020388787612318993,0.013031103648245335,0.011829632334411144,0.0021637920290231705,0.03764599934220314,0.01635715924203396,0.0022158699575811625,0.05564576014876366,0.030949683859944344,-0.024619625881314278,0.1340971440076828,0.034046076238155365,-0.033561673015356064,0.15343715250492096,-0.015289180912077427,0.009138908237218857,0.10861746966838837,-0.038166593760252,0.014362952671945095,0.08264949917793274,-0.03816657513380051,0.014362946152687073,0.08264952152967453,-0.017292967066168785,-0.0069548869505524635,0.08578671514987946,0.06986843049526215,-0.012073108926415443,0.0863618329167366,0.0840420126914978,-0.01614312268793583,0.05461997538805008,0.0840420052409172,-0.01614312455058098,0.05461999401450157,0.05952480807900429,-0.02438924089074135,0.06981565803289413
52,-0.029121043160557747,-0.007753040175884962,0.028380261734128,-0.040333472192287445,0.0012896558037027717,0.010042540729045868,-0.01868726871907711,0.00311567191965878,0.04153349995613098,-0.029121045023202896,-0.0077530439011752605,0.0283802542835474,0.04722750186920166,-0.02026522159576416,0.013418680056929588,0.05709973722696304,0.00047347135841846466,0.009392368607223034,0.0383298322558403,-0.009372767060995102,0.02763788402080536,0.04722750559449196,-0.02026522532105446,0.01341867633163929,0.011814475059509277,0.0025425655767321587,0.03766744211316109,0.016138603910803795,0.0022046943195164204,0.05571405589580536,0.03073784150183201,-0.027410045266151428,0.13306528329849243,0.03389880433678627,-0.03721275180578232,0.1519729495048523,-0.01649874821305275,0.005790955387055874,0.10871414840221405,-0.03978023678064346,0.009607808664441109,0.08286060392856598,-0.03978021815419197,0.009607802145183086,0.08286061882972717,-0.017288342118263245,-0.010101623833179474,0.08523821085691452,0.06993238627910614,-0.011176394298672676,0.08668379485607147,0.08520706743001938,-0.013711047358810902,0.05529491975903511,0.08520706743001938,-0.013711050152778625,0.0552949383854866,0.06105618178844452,-0.02349087782204151,0.0701640397310257
53,-0.02902921289205551,-0.00785919651389122,0.028093265369534492,-0.04022528976202011,0.0014758545439690351,0.009892566129565239,-0.01877814531326294,0.002951087197288871,0.04143693298101425,-0.02902922034263611,-0.007859199307858944,0.028093259781599045,0.047072090208530426,-0.02007962577044964,0.013988574966788292,0.057104118168354034,0.00046297861263155937,0.009392308071255684,0.038538455963134766,-0.008398894220590591,0.027799345552921295,0.047072093933820724,-0.020079627633094788,0.01398856658488512,0.011764157563447952,0.002895128447562456,0.037859827280044556,0.01592007651925087,0.0021647904068231583,0.055934324860572815,0.03088175132870674,-0.029910556972026825,0.13216674327850342,0.0342281349003315,-0.04042467474937439,0.15065565705299377,-0.01756441965699196,0.0023045772686600685,0.10889964550733566,-0.04120486229658127,0.004249744117259979,0.0831635370850563,-0.04120485112071037,0.004249739460647106,0.0831635594367981,-0.017122918739914894,-0.013554081320762634,0.08491957187652588,0.07008285075426102,-0.010329647921025753,0.08710072189569473,0.08624567836523056,-0.01165676023811102,0.056084536015987396,0.08624567091464996,-0.011656763032078743,0.05608455836772919,0.06260141730308533,-0.02286703512072563,0.07075691968202591
54,-0.02898419462144375,-0.007880503311753273,0.02795448899269104,-0.04017358645796776,0.0015739437658339739,0.00981140322983265,-0.018877319991588593,0.0027395605575293303,0.041558366268873215,-0.028984196484088898,-0.007880507037043571,0.027954481542110443,0.046888887882232666,-0.019832000136375427,0.014700121246278286,0.05711617320775986,0.0004409472458064556,0.00939200259745121,0.03869916498661041,-0.007438665721565485,0.0280916728079319,0.046888887882232666,-0.019832003861665726,0.014700114727020264,0.011688176542520523,0.0032145106233656406,0.038218263536691666,0.01572038047015667,0.002098803175613284,0.05630110576748848,0.03133402392268181,-0.032043833285570145,0.1314750462770462,0.034957364201545715,-0.043097835034132004,0.14959312975406647,-0.018424827605485916,-0.001160439569503069,0.10920431464910507,-0.04223685339093208,-0.0014567263424396515,0.0835547149181366,-0.04223683848977089,-0.00145673006772995,0.08355473726987839,-0.016714999452233315,-0.017168613150715828,0.08488581329584122,0.07030674070119858,-0.009599382057785988,0.08756186813116074,0.08720044791698456,-0.010099347680807114,0.05691297724843025,0.08720043301582336,-0.010099351406097412,0.056912995874881744,0.064158134162426,-0.02256328985095024,0.07153155654668808
55,-0.028977856040000916,-0.007819423452019691,0.028020422905683517,-0.04017024487257004,0.0015609429683536291,0.009840767830610275,-0.01896427385509014,0.00252706790342927,0.04190128296613693,-0.028977861627936363,-0.007819426245987415,0.02802041731774807,0.04670668765902519,-0.019536243751645088,0.015500149689614773,0.05713680014014244,0.0004052468575537205,0.009391487576067448,0.03881324455142021,-0.006570343393832445,0.028522396460175514,0.04670669138431549,-0.019536247476935387,0.0155001450330019,0.011609576642513275,0.0034831687808036804,0.038745831698179245,0.015559850260615349,0.001991485944017768,0.05681964382529259,0.031983304768800735,-0.03380395844578743,0.13106359541416168,0.03592702001333237,-0.04522468149662018,0.1488848775625229,-0.019075855612754822,-0.004471692256629467,0.1096717119216919,-0.04276594892144203,-0.0072201755829155445,0.08405479043722153,-0.04276593402028084,-0.007220177911221981,0.08405480533838272,-0.016051091253757477,-0.020823489874601364,0.08518026769161224,0.07059050351381302,-0.009090131148695946,0.0880589634180069,0.0881311371922493,-0.009170232340693474,0.05777165666222572,0.0881311297416687,-0.009170237928628922,0.057771675288677216,0.06571848690509796,-0.022664176300168037,0.072454534471035
56,-0.029000286012887955,-0.007646912708878517,0.028275471180677414,-0.040218520909547806,0.0014467360451817513,0.009966527111828327,-0.019031649455428123,0.0023634659592062235,0.042432405054569244,-0.02900029346346855,-0.007646915037184954,0.028275465592741966,0.0465511791408062,-0.019216803833842278,0.01631556637585163,0.05716463923454285,0.00035792565904557705,0.009390957653522491,0.038881707936525345,-0.00586287397891283,0.029076898470520973,0.0465511828660965,-0.019216807559132576,0.016315560787916183,0.011542475782334805,0.00369101925753057,0.03941715136170387,0.015441562049090862,0.0018344672862440348,0.05746827274560928,0.03268551081418991,-0.03520169109106064,0.13096779584884644,0.03694303333759308,-0.04682670533657074,0.14858360588550568,-0.019569527357816696,-0.007503876928240061,0.11032066494226456,-0.04280361160635948,-0.012740040197968483,0.08467379957437515,-0.04280359670519829,-0.012740040197968483,0.08467381447553635,-0.015190440230071545,-0.02441217191517353,0.08580267429351807,0.07091040909290314,-0.00888751819729805,0.08858168125152588,0.08907812833786011,-0.00896189920604229,0.05866628885269165,0.08907811343669891,-0.008961902000010014,0.05866631492972374,0.0672554150223732,-0.023251213133335114,0.07348471879959106
57,-0.029053110629320145,-0.007371492683887482,0.028702901676297188,-0.04032513499259949,0.0012219041818752885,0.010186553001403809,-0.019080454483628273,0.002279883250594139,0.04310418665409088,-0.029053112491965294,-0.0073714954778552055,0.02870289422571659,0.04644076153635979,-0.018907329067587852,0.01707223802804947,0.05719660595059395,0.0003038009162992239,0.009390431456267834,0.03890610858798027,-0.0053771683014929295,0.029727816581726074,0.046440768986940384,-0.01890733279287815,0.01707223244011402,0.011493581347167492,0.003824146930128336,0.040193021297454834,0.015358969569206238,0.0016184630803763866,0.058212075382471085,0.03330869972705841,-0.036250919103622437,0.13119952380657196,0.03783312067389488,-0.04793351888656616,0.14871041476726532,-0.0199813861399889,-0.010152323171496391,0.11115676164627075,-0.042446527630090714,-0.01776731014251709,0.08542097359895706,-0.04244651645421982,-0.01776730641722679,0.08542098850011826,-0.014227493666112423,-0.027865756303071976,0.08672787249088287,0.0712440237402916,-0.009044875390827656,0.08912640064954758,0.09005677700042725,-0.009521611034870148,0.059616152197122574,0.09005676209926605,-0.009521614760160446,0.05961617827415466,0.06873712688684464,-0.024397918954491615,0.07458842545747757
58,-0.029118644073605537,-0.007006369531154633,0.029265394434332848,-0.04046036675572395,0.000891807721927762,0.010483918711543083,-0.0191047340631485,0.0022923664655536413,0.04386865347623825,-0.029118649661540985,-0.007006371859461069,0.0292653888463974,0.046384863555431366,-0.018639536574482918,0.01772046461701393,0.05722901225090027,0.00024888734333217144,0.009389943443238735,0.03889915347099304,-0.005146142560988665,0.030444158241152763,0.046384867280721664,-0.018639542162418365,0.017720460891723633,0.01147425826638937,0.0038764397613704205,0.0410318598151207,0.01531150657683611,0.001345364609733224,0.05901412293314934,0.03377606347203255,-0.03694852441549301,0.1317540556192398,0.038497500121593475,-0.048558034002780914,0.14926151931285858,-0.020369045436382294,-0.012331554666161537,0.11218136548995972,-0.04180947691202164,-0.02213253453373909,0.08631149679422379,-0.041809458285570145,-0.02213253453373909,0.08631151169538498,-0.013241790235042572,-0.03114902973175049,0.08792100846767426,0.0715852677822113,-0.009560930542647839,0.08969707787036896,0.09106352180242538,-0.010832292027771473,0.060645684599876404,0.0910634994506836,-0.010832293890416622,0.0606456995010376,0.0701480433344841,-0.02614663727581501,0.07574585825204849
59,-0.02915097214281559,-0.006563383620232344,0.029914669692516327,-0.04054798558354378,0.0004819563764613122,0.010829838924109936,-0.01908455789089203,0.0024028304032981396,0.04468877986073494,-0.02915097400546074,-0.0065633864142000675,0.02991466224193573,0.046384744346141815,-0.018432525917887688,0.018244091421365738,0.057258401066064835,0.00019876113219652325,0.00938947033137083,0.03888680785894394,-0.005165420472621918,0.03119649365544319,0.046384744346141815,-0.018432529643177986,0.01824408769607544,0.011505300179123878,0.003854101989418268,0.041898488998413086,0.015313306823372841,0.0010312717640772462,0.05984349176287651,0.03407987207174301,-0.03727441653609276,0.13261161744594574,0.038922399282455444,-0.048695098608732224,0.15020999312400818,-0.020748542621731758,-0.013981491327285767,0.1133878156542778,-0.04094727709889412,-0.025820109993219376,0.08737127482891083,-0.040947265923023224,-0.02582010254263878,0.08737128973007202,-0.012261295691132545,-0.03437771275639534,0.0893416553735733,0.07195215672254562,-0.010378854349255562,0.09030977636575699,0.09209005534648895,-0.012812639586627483,0.06178708001971245,0.09209004044532776,-0.012812641449272633,0.06178709864616394,0.07150384783744812,-0.02849755622446537,0.07695915549993515
60,-0.029267437756061554,-0.0060592591762542725,0.03058895282447338,-0.04076562821865082,-3.033661050722003e-05,0.011218799278140068,-0.019087687134742737,0.0025712777860462666,0.04548481106758118,-0.029267443343997,-0.006059261038899422,0.030588945373892784,0.04639532417058945,-0.018287118524312973,0.01860956661403179,0.057282425463199615,0.00015791045734658837,0.009389076381921768,0.03880748525261879,-0.005422789137810469,0.0319112092256546,0.046395327895879745,-0.01828712224960327,0.018609559163451195,0.011515860445797443,0.003746683243662119,0.04271487146615982,0.01529123168438673,0.0006763690616935492,0.060626108199357986,0.034185487776994705,-0.03722405433654785,0.13368403911590576,0.03908530995249748,-0.04835234954953194,0.15145303308963776,-0.02118564210832119,-0.015105168335139751,0.11471162736415863,-0.039956625550985336,-0.028880883008241653,0.08857962489128113,-0.03995661437511444,-0.028880879282951355,0.08857963979244232,-0.011356320232152939,-0.03763517364859581,0.09090004861354828,0.07228432595729828,-0.011419260874390602,0.09092754125595093,0.09302754700183868,-0.015349827706813812,0.06301212310791016,0.09302754700183868,-0.015349829569458961,0.06301213800907135,0.07275204360485077,-0.031428102403879166,0.07819084078073502
61,-0.029344499111175537,-0.005480645224452019,0.0312329288572073,-0.04089752957224846,-0.0005259899189695716,0.011592722497880459,-0.019051076844334602,0.0027904503513127565,0.04625406488776207,-0.029344500973820686,-0.005480648018419743,0.0312329214066267,0.04642337188124657,-0.018193025141954422,0.018864618614315987,0.05729977414011955,0.00012850406346842647,0.009388823062181473,0.0387299470603466,-0.005841458216309547,0.03258503973484039,0.04642337188124657,-0.01819302886724472,0.01886461302638054,0.011563930660486221,0.0035922375973314047,0.04347742721438408,0.015306921675801277,0.0003277753130532801,0.061361100524663925,0.03422055020928383,-0.03676270321011543,0.13493146002292633,0.03913218900561333,-0.047508321702480316,0.15293122828006744,-0.021587291732430458,-0.015701746568083763,0.11613074690103531,-0.038768220692873,-0.03131219372153282,0.08993664383888245,-0.038768209517002106,-0.031312186270952225,0.08993666619062424,-0.01043163426220417,-0.04080758988857269,0.09255880862474442,0.07266230881214142,-0.012542525306344032,0.09158194810152054,0.09390632063150406,-0.01826304942369461,0.06436119228601456,0.09390631318092346,-0.01826304942369461,0.06436121463775635,0.07399004697799683,-0.03483794257044792,0.07948122173547745
62,-0.02939448691904545,-0.004840829875320196,0.03180021420121193,-0.04097369685769081,-0.00100634153932333,0.011926178820431232,-0.018991131335496902,0.0030282814987003803,0.046960923820734024,-0.029394492506980896,-0.004840832203626633,0.03180020675063133,0.04644780978560448,-0.01813514344394207,0.019025415182113647,0.05731097608804703,0.00011015389463864267,0.009388715028762817,0.03864629939198494,-0.006360347848385572,0.03318488225340843,0.04644780978560448,-0.01813514716923237,0.01902540773153305,0.011629059910774231,0.0034082424826920033,0.04415186494588852,0.01534526702016592,9.808660252019763e-06,0.06201615557074547,0.034248825162649155,-0.035900264978408813,0.1362631618976593,0.03914801403880119,-0.04618743807077408,0.15453216433525085,-0.021923711523413658,-0.01582859829068184,0.11757072061300278,-0.037338580936193466,-0.033248964697122574,0.09141895174980164,-0.03733857348561287,-0.03324895724654198,0.09141897410154343,-0.009452623315155506,-0.04394478350877762,0.09424243867397308,0.07309187203645706,-0.01363616157323122,0.09225456416606903,0.09468504041433334,-0.021394049748778343,0.06582443416118622,0.09468502551317215,-0.021394047886133194,0.06582445651292801,0.07524073123931885,-0.038624681532382965,0.08082525432109833
63,-0.02945200353860855,-0.00421384209766984,0.03225992992520332,-0.04105593264102936,-0.0014854163164272904,0.012218396179378033,-0.018948771059513092,0.003246410982683301,0.04755786061286926,-0.02945200726389885,-0.004213844891637564,0.032259922474622726,0.04644731432199478,-0.018106287345290184,0.019090130925178528,0.0573173426091671,0.00010052118159364909,0.009388619102537632,0.03852609172463417,-0.0069409869611263275,0.03367060795426369,0.04644731432199478,-0.018106291070580482,0.01909012719988823,0.01166873425245285,0.003197097685188055,0.044694799929857254,0.01536809466779232,-0.0002708046813495457,0.06254924088716507,0.034293282777071,-0.034693073481321335,0.1375691145658493,0.03917119279503822,-0.04446373134851456,0.15612509846687317,-0.022194841876626015,-0.015577781945466995,0.11893031746149063,-0.035658374428749084,-0.03483663499355316,0.09299130737781525,-0.03565836325287819,-0.034836623817682266,0.09299132972955704,-0.008426321670413017,-0.04709163308143616,0.09586011618375778,0.07355113327503204,-0.014636938460171223,0.09290258586406708,0.09530328214168549,-0.024635078385472298,0.06737057119607925,0.09530326724052429,-0.024635074660182,0.06737058609724045,0.07648560404777527,-0.04269895330071449,0.08218920230865479
64,-0.029492199420928955,-0.0035912329331040382,0.032599158585071564,-0.04113142564892769,-0.0019279306288808584,0.012461620382964611,-0.018911350518465042,0.003435871796682477,0.048047956079244614,-0.029492201283574104,-0.0035912354942411184,0.03259915113449097,0.046429187059402466,-0.018106458708643913,0.019073866307735443,0.0573209710419178,9.597724420018494e-05,0.009388546459376812,0.038385819643735886,-0.007553890813142061,0.0340387336909771,0.046429190784692764,-0.01810646243393421,0.019073856994509697,0.011695162393152714,0.002970293629914522,0.04510587453842163,0.015394671820104122,-0.0005007797153666615,0.06295967102050781,0.03440837189555168,-0.03321405127644539,0.13878175616264343,0.03926429897546768,-0.04242946207523346,0.15762531757354736,-0.02235681377351284,-0.015033429488539696,0.12014706432819366,-0.03369991108775139,-0.03617437556385994,0.09466379880905151,-0.03369990363717079,-0.03617436811327934,0.09466381371021271,-0.007342635653913021,-0.050245251506567,0.09736640006303787,0.07406562566757202,-0.015520048327744007,0.09350757300853729,0.09575109928846359,-0.027921326458454132,0.06899329274892807,0.0957510843873024,-0.027921320870518684,0.06899330019950867,0.07772432267665863,-0.046974461525678635,0.0835539922118187
65,-0.02948208712041378,-0.0029801775235682726,0.03280924633145332,-0.04118826612830162,-0.0022974922321736813,0.012653416022658348,-0.018865235149860382,0.0036032816860824823,0.04842784255743027,-0.029482092708349228,-0.0029801796190440655,0.032809238880872726,0.04640753194689751,-0.018143637105822563,0.018979329615831375,0.05732318013906479,9.457417763769627e-05,0.009388647973537445,0.038238320499658585,-0.00819240789860487,0.03428412973880768,0.04640753194689751,-0.018143638968467712,0.018979325890541077,0.011722132563591003,0.00273498916067183,0.04537985473871231,0.0154427420347929,-0.0006708693108521402,0.06324181705713272,0.034619055688381195,-0.031546700745821,0.13984209299087524,0.03945373371243477,-0.0401853583753109,0.15896233916282654,-0.022384969517588615,-0.014264706522226334,0.12116385251283646,-0.03149059787392616,-0.03730864077806473,0.09644409269094467,-0.031490594148635864,-0.037308625876903534,0.09644411504268646,-0.0062455832958221436,-0.053354695439338684,0.09872718900442123,0.07464518398046494,-0.016308370977640152,0.09403759241104126,0.09600101411342621,-0.03124130889773369,0.07067228853702545,0.09600100666284561,-0.03124130144715309,0.07067231088876724,0.0789015144109726,-0.05138431861996651,0.08488024026155472
66,-0.029414266347885132,-0.0023885390255600214,0.032903172075748444,-0.041218824684619904,-0.002565516857430339,0.012793982401490211,-0.018801327794790268,0.0037665448617190123,0.04869812726974487,-0.02941426821053028,-0.002388542052358389,0.03290316462516785,0.04639222472906113,-0.01822086051106453,0.018810439854860306,0.057324253022670746,9.544298518449068e-05,0.009388727135956287,0.03808854892849922,-0.008863895200192928,0.03441480174660683,0.046392228454351425,-0.018220864236354828,0.018810434266924858,0.011758632957935333,0.0024969405494630337,0.04551877826452255,0.015522160567343235,-0.0007700521964579821,0.06339769065380096,0.034923721104860306,-0.029755301773548126,0.140720397233963,0.039735812693834305,-0.03780562803149223,0.16010132431983948,-0.02227647602558136,-0.013309173285961151,0.12194965779781342,-0.029112448915839195,-0.038229938596487045,0.09834400564432144,-0.029112447053194046,-0.03822992742061615,0.09834402054548264,-0.005231283605098724,-0.056316494941711426,0.09994567185640335,0.07527872174978256,-0.017047114670276642,0.09446964412927628,0.09600178152322769,-0.03460640087723732,0.0723964050412178,0.0960017740726471,-0.034606389701366425,0.072396419942379,0.07990492135286331,-0.055864736437797546,0.08614318072795868
67,-0.02932121977210045,-0.0018795531941577792,0.03291779384016991,-0.04122220352292061,-0.0027076692786067724,0.012881841510534286,-0.018714211881160736,0.00393864419311285,0.0488438755273819,-0.029321221634745598,-0.0018795558717101812,0.03291778638958931,0.046396009624004364,-0.018337205052375793,0.018563134595751762,0.05732341855764389,0.00010703245061449707,0.009388884529471397,0.03793769329786301,-0.009585143998265266,0.03443317487835884,0.04639601707458496,-0.018337208777666092,0.018563129007816315,0.011809575371444225,0.0022552076261490583,0.045512840151786804,0.015637177973985672,-0.0007894840673543513,0.06341736018657684,0.03531190752983093,-0.027870886027812958,0.14139623939990997,0.040099408477544785,-0.035321131348609924,0.16102167963981628,-0.022040177136659622,-0.01217861007899046,0.12248469144105911,-0.026677899062633514,-0.03889460861682892,0.10035442560911179,-0.026677897199988365,-0.03889459744095802,0.10035444051027298,-0.004417892545461655,-0.05899447202682495,0.10105147212743759,0.07594206184148788,-0.017778461799025536,0.09477590769529343,0.09569208323955536,-0.038014620542526245,0.07414980232715607,0.09569207578897476,-0.03801460936665535,0.07414981722831726,0.08059396594762802,-0.060336776077747345,0.08733189851045609
